0,a,b,c
394700,3.4802,3.4773,3.4832
394800,3.4802,3.4772,3.4833
394900,3.4802,3.4772,3.4834
395000,3.4802,3.4773,3.4833
395100,3.4802,3.4773,3.4834
395200,3.4802,3.4774,3.4834
395300,3.4802,3.4773,3.4833
395400,3.4802,3.4774,3.4833
395500,3.4802,3.4773,3.4833
395600,3.4802,3.4773,3.4833
395700,3.4802,3.4773,3.4833
395800,3.4802,3.4773,3.4833
395900,3.4802,3.4773,3.4833
396000,3.4802,3.4773,3.4833
396100,3.4802,3.4773,3.4833
396200,3.4802,3.4773,3.4832
396300,3.4802,3.4773,3.4833
396400,3.4802,3.4773,3.4832
396500,3.4803,3.4773,3.4832
396600,3.4803,3.4774,3.4833
396700,3.4803,3.4774,3.4833
396800,3.4803,3.4773,3.4834
396900,3.4802,3.4774,3.4834
397000,3.4802,3.4774,3.4834
397100,3.4802,3.4773,3.4833
397200,3.4802,3.4773,3.4834
397300,3.4802,3.4772,3.4834
397400,3.4802,3.477,3.4834
397500,3.4802,3.4771,3.4834
397600,3.4802,3.4771,3.4834
397700,3.4802,3.477,3.4834
397800,3.4802,3.477,3.4835
397900,3.4802,3.4771,3.4834
398000,3.4802,3.4771,3.4835
398100,3.4802,3.4771,3.4835
398200,3.4802,3.4771,3.4835
398300,3.4802,3.4771,3.4835
398400,3.4802,3.4771,3.4835
398500,3.4802,3.4771,3.4835
398600,3.4802,3.477,3.4835
398700,3.4802,3.4771,3.4835
398800,3.4802,3.4771,3.4836
398900,3.4802,3.477,3.4835
399000,3.4802,3.477,3.4834
399100,3.4802,3.4771,3.4835
399200,3.4802,3.4772,3.4835
399300,3.4802,3.4772,3.4836
399400,3.4802,3.4772,3.4836
399500,3.4802,3.4772,3.4837
399600,3.4802,3.4772,3.4836
399700,3.4802,3.4772,3.4837
399800,3.4802,3.4772,3.4836
399900,3.4802,3.4771,3.4836
400000,3.4802,3.4771,3.4836
400100,3.4802,3.4771,3.4835
400200,3.4802,3.477,3.4835
400300,3.4802,3.477,3.4834
400400,3.4802,3.4771,3.4836
400500,3.4802,3.4771,3.4836
400600,3.4802,3.4771,3.4835
400700,3.4802,3.4771,3.4835
400800,3.4802,3.4771,3.4835
400900,3.4802,3.4771,3.4836
401000,3.4802,3.4771,3.4835
401100,3.4802,3.4771,3.4835
401200,3.4802,3.4772,3.4835
401300,3.4802,3.4772,3.4835
401400,3.4803,3.4771,3.4834
401500,3.4803,3.4772,3.4835
401600,3.4803,3.4772,3.4834
401700,3.4803,3.4772,3.4835
401800,3.4803,3.4771,3.4835
401900,3.4803,3.4771,3.4835
402000,3.4803,3.4771,3.4834
402100,3.4803,3.4771,3.4835
402200,3.4803,3.4771,3.4835
402300,3.4803,3.4771,3.4835
402400,3.4803,3.4771,3.4835
402500,3.4803,3.4771,3.4835
402600,3.4803,3.4772,3.4835
402700,3.4803,3.4772,3.4835
402800,3.4803,3.4772,3.4834
402900,3.4803,3.4772,3.4834
403000,3.4803,3.4771,3.4834
403100,3.4803,3.4771,3.4834
403200,3.4803,3.4771,3.4834
403300,3.4803,3.4771,3.4834
403400,3.4803,3.4771,3.4833
403500,3.4803,3.4772,3.4834
403600,3.4803,3.4772,3.4833
403700,3.4803,3.4771,3.4832
403800,3.4803,3.4771,3.4832
403900,3.4803,3.4771,3.4833
404000,3.4803,3.4771,3.4832
404100,3.4803,3.4772,3.4833
404200,3.4803,3.4772,3.4833
404300,3.4803,3.4772,3.4833
404400,3.4803,3.4772,3.4833
404500,3.4803,3.4773,3.4833
404600,3.4803,3.4772,3.4832
404700,3.4803,3.4772,3.4834
404800,3.4803,3.4774,3.4834
404900,3.4803,3.4773,3.4834
405000,3.4803,3.4773,3.4834
405100,3.4803,3.4772,3.4834
405200,3.4803,3.4772,3.4833
405300,3.4803,3.4773,3.4833
405400,3.4803,3.4773,3.4833
405500,3.4803,3.4773,3.4833
405600,3.4803,3.4773,3.4834
405700,3.4803,3.4774,3.4834
405800,3.4803,3.4772,3.4834
405900,3.4803,3.4772,3.4834
406000,3.4803,3.4773,3.4835
406100,3.4803,3.4773,3.4835
406200,3.4803,3.4773,3.4835
406300,3.4803,3.4773,3.4835
406400,3.4803,3.4773,3.4835
406500,3.4803,3.4774,3.4835
406600,3.4803,3.4773,3.4835
406700,3.4803,3.4772,3.4836
406800,3.4803,3.4773,3.4836
406900,3.4803,3.4773,3.4837
407000,3.4803,3.4772,3.4837
407100,3.4803,3.4772,3.4838
407200,3.4803,3.4772,3.4837
407300,3.4803,3.4771,3.4837
407400,3.4803,3.4771,3.4837
407500,3.4803,3.4771,3.4837
407600,3.4803,3.4772,3.4838
407700,3.4803,3.4771,3.4838
407800,3.4803,3.4771,3.4838
407900,3.4804,3.4771,3.4838
408000,3.4803,3.4772,3.4838
408100,3.4803,3.4772,3.4838
408200,3.4803,3.4772,3.4838
408300,3.4803,3.4772,3.4839
408400,3.4803,3.4773,3.4838
408500,3.4803,3.4772,3.4838
408600,3.4803,3.4772,3.4837
408700,3.4803,3.4772,3.4837
408800,3.4803,3.4773,3.4838
408900,3.4803,3.4772,3.4837
409000,3.4803,3.4772,3.4837
409100,3.4803,3.4772,3.4837
409200,3.4803,3.4771,3.4837
409300,3.4803,3.4771,3.4836
409400,3.4803,3.4771,3.4835
409500,3.4803,3.4771,3.4835
409600,3.4803,3.4771,3.4835
409700,3.4803,3.4771,3.4834
409800,3.4803,3.4771,3.4835
409900,3.4803,3.477,3.4835
410000,3.4803,3.4771,3.4836
410100,3.4803,3.477,3.4836
410200,3.4803,3.4771,3.4835
410300,3.4803,3.4771,3.4835
410400,3.4803,3.4771,3.4834
410500,3.4803,3.4771,3.4834
410600,3.4803,3.4772,3.4833
410700,3.4803,3.4772,3.4833
410800,3.4803,3.4772,3.4833
410900,3.4803,3.4772,3.4834
411000,3.4803,3.4772,3.4834
411100,3.4803,3.4772,3.4834
411200,3.4803,3.4772,3.4834
411300,3.4803,3.4774,3.4834
411400,3.4803,3.4774,3.4834
411500,3.4803,3.4773,3.4834
411600,3.4803,3.4772,3.4834
411700,3.4803,3.4773,3.4833
411800,3.4803,3.4774,3.4834
411900,3.4803,3.4774,3.4834
412000,3.4803,3.4774,3.4834
412100,3.4803,3.4775,3.4834
412200,3.4803,3.4776,3.4834
412300,3.4803,3.4775,3.4835
412400,3.4803,3.4776,3.4835
412500,3.4803,3.4775,3.4836
412600,3.4803,3.4775,3.4836
412700,3.4803,3.4775,3.4836
412800,3.4803,3.4775,3.4836
412900,3.4803,3.4775,3.4836
413000,3.4803,3.4775,3.4837
413100,3.4803,3.4775,3.4837
413200,3.4803,3.4775,3.4837
413300,3.4803,3.4775,3.4836
413400,3.4803,3.4775,3.4836
413500,3.4803,3.4775,3.4836
413600,3.4803,3.4775,3.4836
413700,3.4803,3.4776,3.4837
413800,3.4803,3.4775,3.4837
413900,3.4803,3.4776,3.4837
414000,3.4803,3.4776,3.4837
414100,3.4803,3.4775,3.4836
414200,3.4803,3.4776,3.4837
414300,3.4803,3.4776,3.4837
414400,3.4803,3.4775,3.4837
414500,3.4803,3.4774,3.4836
414600,3.4803,3.4774,3.4836
414700,3.4803,3.4776,3.4837
414800,3.4803,3.4777,3.4837
414900,3.4803,3.4777,3.4836
415000,3.4803,3.4776,3.4837
415100,3.4803,3.4776,3.4838
415200,3.4803,3.4775,3.4838
415300,3.4803,3.4776,3.4838
415400,3.4803,3.4776,3.4838
415500,3.4803,3.4776,3.4838
415600,3.4803,3.4777,3.4837
415700,3.4803,3.4776,3.4836
415800,3.4803,3.4776,3.4835
415900,3.4803,3.4775,3.4835
416000,3.4803,3.4775,3.4836
416100,3.4803,3.4775,3.4837
416200,3.4803,3.4776,3.4836
416300,3.4803,3.4775,3.4837
416400,3.4803,3.4777,3.4836
416500,3.4803,3.4776,3.4837
416600,3.4803,3.4777,3.4837
416700,3.4803,3.4776,3.4838
416800,3.4803,3.4777,3.4838
416900,3.4803,3.4776,3.4838
417000,3.4803,3.4777,3.4838
417100,3.4803,3.4777,3.4838
417200,3.4803,3.4778,3.4838
417300,3.4803,3.4777,3.4838
417400,3.4803,3.4776,3.4839
417500,3.4803,3.4776,3.4838
417600,3.4803,3.4776,3.4838
417700,3.4803,3.4776,3.4839
417800,3.4803,3.4776,3.4839
417900,3.4803,3.4776,3.4839
418000,3.4803,3.4775,3.4839
418100,3.4803,3.4775,3.4839
418200,3.4803,3.4775,3.4839
418300,3.4803,3.4775,3.4839
418400,3.4803,3.4775,3.4838
418500,3.4803,3.4774,3.4838
418600,3.4803,3.4774,3.4837
418700,3.4803,3.4773,3.4838
418800,3.4803,3.4773,3.4838
418900,3.4803,3.4772,3.4838
419000,3.4803,3.4772,3.4838
419100,3.4803,3.4773,3.4838
419200,3.4803,3.4772,3.4837
419300,3.4803,3.4771,3.4836
419400,3.4803,3.4772,3.4836
419500,3.4803,3.4773,3.4836
419600,3.4803,3.4773,3.4836
419700,3.4803,3.4773,3.4836
419800,3.4803,3.4773,3.4836
419900,3.4803,3.4772,3.4836
420000,3.4803,3.4771,3.4836
420100,3.4803,3.4771,3.4837
420200,3.4803,3.4771,3.4837
420300,3.4803,3.4771,3.4837
420400,3.4803,3.4771,3.4838
420500,3.4803,3.4773,3.4839
420600,3.4803,3.4773,3.4838
420700,3.4803,3.4773,3.4838
420800,3.4803,3.4772,3.4837
420900,3.4803,3.4772,3.4837
421000,3.4803,3.4773,3.4837
421100,3.4803,3.4773,3.4838
421200,3.4803,3.4773,3.4838
421300,3.4803,3.4772,3.4838
421400,3.4803,3.4773,3.4837
421500,3.4803,3.4774,3.4836
421600,3.4803,3.4773,3.4837
421700,3.4803,3.4773,3.4838
421800,3.4803,3.4773,3.4837
421900,3.4803,3.4773,3.4838
422000,3.4803,3.4772,3.4838
422100,3.4803,3.4773,3.4839
422200,3.4803,3.4773,3.484
422300,3.4803,3.4772,3.484
422400,3.4803,3.4772,3.484
422500,3.4803,3.4771,3.4838
422600,3.4803,3.4772,3.4838
422700,3.4803,3.4771,3.4839
422800,3.4803,3.4771,3.4838
422900,3.4803,3.4771,3.4838
423000,3.4803,3.4771,3.4838
423100,3.4803,3.4771,3.4838
423200,3.4803,3.4771,3.4838
423300,3.4803,3.477,3.4838
423400,3.4803,3.4771,3.4837
423500,3.4803,3.4771,3.4838
423600,3.4803,3.4771,3.4837
423700,3.4803,3.477,3.4837
423800,3.4803,3.4769,3.4835
423900,3.4803,3.4769,3.4836
424000,3.4803,3.4769,3.4837
424100,3.4803,3.4769,3.4837
424200,3.4803,3.477,3.4837
424300,3.4803,3.477,3.4838
424400,3.4803,3.477,3.4838
424500,3.4803,3.477,3.4838
424600,3.4803,3.4769,3.4839
424700,3.4803,3.4769,3.484
424800,3.4803,3.4769,3.4839
424900,3.4803,3.4769,3.4838
425000,3.4803,3.4768,3.4838
425100,3.4803,3.4768,3.4838
425200,3.4803,3.4768,3.4838
425300,3.4803,3.4767,3.4838
425400,3.4803,3.4768,3.4838
425500,3.4803,3.4769,3.4838
425600,3.4803,3.4768,3.4837
425700,3.4803,3.4769,3.4838
425800,3.4803,3.4769,3.4838
425900,3.4803,3.4769,3.4836
426000,3.4803,3.4768,3.4837
426100,3.4803,3.4769,3.4836
426200,3.4803,3.4769,3.4836
426300,3.4803,3.4769,3.4836
426400,3.4803,3.477,3.4836
426500,3.4803,3.4769,3.4835
426600,3.4803,3.477,3.4835
426700,3.4803,3.4769,3.4835
426800,3.4803,3.4769,3.4836
426900,3.4803,3.4768,3.4835
427000,3.4803,3.4768,3.4834
427100,3.4803,3.4768,3.4832
427200,3.4803,3.4769,3.4831
427300,3.4803,3.4769,3.4831
427400,3.4803,3.477,3.4831
427500,3.4803,3.477,3.483
427600,3.4803,3.4771,3.4831
427700,3.4803,3.4771,3.4832
427800,3.4803,3.4771,3.4832
427900,3.4803,3.477,3.4832
428000,3.4803,3.477,3.4833
428100,3.4803,3.477,3.4832
428200,3.4803,3.4771,3.4831
428300,3.4803,3.477,3.4832
428400,3.4803,3.477,3.4832
428500,3.4803,3.4772,3.4832
428600,3.4803,3.4771,3.4831
428700,3.4803,3.477,3.483
428800,3.4803,3.4769,3.4831
428900,3.4803,3.477,3.483
429000,3.4803,3.477,3.4831
429100,3.4803,3.477,3.483
429200,3.4803,3.477,3.4829
429300,3.4803,3.4769,3.483
429400,3.4803,3.4769,3.483
429500,3.4803,3.4769,3.483
429600,3.4803,3.4768,3.483
429700,3.4803,3.4769,3.483
429800,3.4803,3.477,3.4831
429900,3.4803,3.4769,3.4831
430000,3.4803,3.477,3.483
430100,3.4803,3.4769,3.483
430200,3.4803,3.4768,3.483
430300,3.4803,3.4769,3.4831
430400,3.4803,3.4769,3.4832
430500,3.4803,3.4768,3.4832
430600,3.4803,3.4768,3.4831
430700,3.4803,3.4767,3.4831
430800,3.4803,3.4767,3.4832
430900,3.4803,3.4766,3.4832
431000,3.4803,3.4766,3.4832
431100,3.4803,3.4766,3.4832
431200,3.4803,3.4767,3.4831
431300,3.4803,3.4768,3.4831
431400,3.4803,3.4769,3.4831
431500,3.4803,3.4769,3.4831
431600,3.4803,3.4768,3.4831
431700,3.4803,3.4768,3.4831
431800,3.4803,3.4768,3.4831
431900,3.4803,3.4769,3.4831
432000,3.4804,3.4769,3.483
432100,3.4803,3.4768,3.483
432200,3.4803,3.4769,3.4831
432300,3.4803,3.4769,3.4831
432400,3.4803,3.4769,3.4831
432500,3.4803,3.4769,3.4831
432600,3.4803,3.4769,3.4831
432700,3.4804,3.4769,3.4831
432800,3.4804,3.4769,3.4831
432900,3.4804,3.4769,3.4831
433000,3.4804,3.477,3.4831
433100,3.4804,3.477,3.4831
433200,3.4804,3.477,3.4831
433300,3.4804,3.4771,3.4831
433400,3.4804,3.477,3.483
433500,3.4804,3.4771,3.483
433600,3.4804,3.477,3.4832
433700,3.4804,3.4769,3.4831
433800,3.4804,3.4769,3.483
433900,3.4804,3.477,3.483
434000,3.4804,3.477,3.483
434100,3.4804,3.4769,3.483
434200,3.4804,3.477,3.483
434300,3.4804,3.477,3.483
434400,3.4804,3.477,3.483
434500,3.4804,3.4771,3.483
434600,3.4804,3.4771,3.483
434700,3.4804,3.4771,3.483
434800,3.4804,3.4771,3.483
434900,3.4804,3.4771,3.4829
435000,3.4804,3.4771,3.4828
435100,3.4804,3.4771,3.4829
435200,3.4804,3.477,3.4828
435300,3.4804,3.477,3.4829
435400,3.4804,3.477,3.4828
435500,3.4804,3.477,3.4829
435600,3.4804,3.477,3.4828
435700,3.4804,3.477,3.4827
435800,3.4804,3.4769,3.4827
435900,3.4804,3.4769,3.4828
436000,3.4804,3.4768,3.4828
436100,3.4804,3.4769,3.4828
436200,3.4804,3.477,3.4828
436300,3.4804,3.477,3.4828
436400,3.4804,3.4769,3.4827
436500,3.4804,3.4769,3.4827
436600,3.4804,3.477,3.4828
436700,3.4804,3.477,3.4827
436800,3.4804,3.477,3.4827
436900,3.4804,3.4771,3.4827
437000,3.4804,3.477,3.4827
437100,3.4804,3.477,3.4826
437200,3.4804,3.4769,3.4827
437300,3.4804,3.4768,3.4827
437400,3.4804,3.4769,3.4827
437500,3.4804,3.4768,3.4827
437600,3.4804,3.4768,3.4827
437700,3.4804,3.4768,3.4827
437800,3.4804,3.4768,3.4827
437900,3.4804,3.4768,3.4827
438000,3.4804,3.4768,3.4827
438100,3.4804,3.4768,3.4827
438200,3.4804,3.4768,3.4827
438300,3.4804,3.4768,3.4827
438400,3.4804,3.4768,3.4827
438500,3.4804,3.4768,3.4827
438600,3.4804,3.4767,3.4827
438700,3.4804,3.4768,3.4828
438800,3.4804,3.4768,3.4827
438900,3.4804,3.4768,3.4827
439000,3.4804,3.4769,3.4827
439100,3.4804,3.4769,3.4827
439200,3.4804,3.4769,3.4827
439300,3.4804,3.4769,3.4827
439400,3.4804,3.477,3.4827
439500,3.4804,3.4769,3.4827
439600,3.4804,3.477,3.4827
439700,3.4804,3.4769,3.4826
439800,3.4804,3.477,3.4827
439900,3.4804,3.477,3.4827
440000,3.4804,3.477,3.4827
440100,3.4804,3.477,3.4827
440200,3.4804,3.477,3.4827
440300,3.4804,3.477,3.4826
440400,3.4804,3.4769,3.4827
440500,3.4804,3.4769,3.4827
440600,3.4804,3.4769,3.4827
440700,3.4804,3.4769,3.4827
440800,3.4804,3.4769,3.4827
440900,3.4804,3.4769,3.4827
441000,3.4804,3.4769,3.4827
441100,3.4804,3.477,3.4827
441200,3.4804,3.4769,3.4826
441300,3.4804,3.477,3.4826
441400,3.4804,3.4769,3.4826
441500,3.4804,3.4769,3.4827
441600,3.4804,3.4769,3.4827
441700,3.4804,3.477,3.4827
441800,3.4804,3.4769,3.4828
441900,3.4804,3.4769,3.4828
442000,3.4804,3.477,3.4827
442100,3.4804,3.4771,3.4828
442200,3.4804,3.4771,3.4828
442300,3.4804,3.477,3.4827
442400,3.4804,3.4771,3.4827
442500,3.4804,3.4773,3.4828
442600,3.4804,3.4771,3.4827
442700,3.4804,3.4772,3.4826
442800,3.4804,3.4772,3.4827
442900,3.4804,3.4771,3.4826
443000,3.4804,3.477,3.4827
443100,3.4804,3.477,3.4827
443200,3.4804,3.4771,3.4826
443300,3.4804,3.4771,3.4826
443400,3.4804,3.4771,3.4826
443500,3.4804,3.4771,3.4826
443600,3.4804,3.4772,3.4826
443700,3.4804,3.4773,3.4826
443800,3.4804,3.4772,3.4826
443900,3.4804,3.4774,3.4826
444000,3.4804,3.4773,3.4826
444100,3.4804,3.4773,3.4827
444200,3.4804,3.4772,3.4826
444300,3.4804,3.4773,3.4827
444400,3.4804,3.4773,3.4826
444500,3.4804,3.4773,3.4826
444600,3.4804,3.4773,3.4826
444700,3.4804,3.4774,3.4826
444800,3.4804,3.4774,3.4826
444900,3.4804,3.4774,3.4825
445000,3.4804,3.4774,3.4824
445100,3.4804,3.4774,3.4825
445200,3.4804,3.4775,3.4825
445300,3.4804,3.4775,3.4826
445400,3.4804,3.4775,3.4825
445500,3.4804,3.4775,3.4826
445600,3.4804,3.4775,3.4826
445700,3.4804,3.4775,3.4826
445800,3.4804,3.4774,3.4826
445900,3.4804,3.4774,3.4825
446000,3.4804,3.4774,3.4826
446100,3.4804,3.4774,3.4826
446200,3.4804,3.4775,3.4827
446300,3.4804,3.4776,3.4827
446400,3.4804,3.4776,3.4828
446500,3.4804,3.4775,3.4828
446600,3.4804,3.4775,3.4828
446700,3.4804,3.4774,3.4828
446800,3.4804,3.4773,3.4827
446900,3.4804,3.4773,3.4827
447000,3.4804,3.4773,3.4827
447100,3.4804,3.4773,3.4827
447200,3.4804,3.4773,3.4827
447300,3.4804,3.4773,3.4828
447400,3.4804,3.4773,3.4828
447500,3.4804,3.4772,3.4828
447600,3.4804,3.4773,3.4829
447700,3.4804,3.4772,3.4829
447800,3.4804,3.4772,3.4829
447900,3.4804,3.4772,3.483
448000,3.4804,3.4771,3.4829
448100,3.4804,3.4772,3.4829
448200,3.4804,3.4771,3.4829
448300,3.4804,3.4771,3.483
448400,3.4805,3.4771,3.483
448500,3.4805,3.4771,3.483
448600,3.4805,3.477,3.483
448700,3.4805,3.477,3.483
448800,3.4805,3.477,3.4829
448900,3.4805,3.4771,3.4829
449000,3.4805,3.4771,3.483
449100,3.4805,3.4771,3.483
449200,3.4805,3.477,3.483
449300,3.4805,3.4772,3.4829
449400,3.4805,3.4772,3.483
449500,3.4805,3.4772,3.4829
449600,3.4805,3.4773,3.483
449700,3.4805,3.4773,3.483
449800,3.4805,3.4774,3.4829
449900,3.4805,3.4773,3.4829
450000,3.4805,3.4772,3.4829
450100,3.4805,3.4772,3.4829
450200,3.4805,3.4772,3.4828
450300,3.4805,3.4772,3.4828
450400,3.4805,3.4772,3.4829
450500,3.4805,3.4772,3.4828
450600,3.4805,3.4773,3.4828
450700,3.4805,3.4773,3.4828
450800,3.4805,3.4773,3.4828
450900,3.4805,3.4774,3.4829
451000,3.4805,3.4773,3.4828
451100,3.4805,3.4774,3.4829
451200,3.4805,3.4773,3.4829
451300,3.4805,3.4774,3.4829
451400,3.4805,3.4773,3.4829
451500,3.4805,3.4773,3.4829
451600,3.4805,3.4773,3.4828
451700,3.4805,3.4773,3.4829
451800,3.4805,3.4774,3.4829
451900,3.4805,3.4774,3.4829
452000,3.4805,3.4774,3.4829
452100,3.4805,3.4775,3.4829
452200,3.4805,3.4774,3.4829
452300,3.4805,3.4775,3.4829
452400,3.4805,3.4775,3.4829
452500,3.4805,3.4775,3.4829
452600,3.4805,3.4776,3.4829
452700,3.4805,3.4775,3.483
452800,3.4805,3.4775,3.4829
452900,3.4805,3.4774,3.4829
453000,3.4805,3.4774,3.4828
453100,3.4805,3.4774,3.4829
453200,3.4805,3.4774,3.4828
453300,3.4805,3.4774,3.4827
453400,3.4805,3.4774,3.4828
453500,3.4805,3.4775,3.4828
453600,3.4805,3.4774,3.4829
453700,3.4805,3.4775,3.4829
453800,3.4805,3.4775,3.4829
453900,3.4805,3.4775,3.4829
454000,3.4805,3.4774,3.4829
454100,3.4805,3.4775,3.4829
454200,3.4805,3.4775,3.4829
454300,3.4805,3.4775,3.4829
454400,3.4805,3.4775,3.4829
454500,3.4805,3.4774,3.4828
454600,3.4805,3.4774,3.4828
454700,3.4805,3.4775,3.4828
454800,3.4805,3.4775,3.4828
454900,3.4805,3.4776,3.4829
455000,3.4805,3.4775,3.4829
455100,3.4805,3.4775,3.4829
455200,3.4805,3.4776,3.4829
455300,3.4805,3.4776,3.4829
455400,3.4805,3.4777,3.4829
455500,3.4805,3.4777,3.4829
455600,3.4805,3.4777,3.4829
455700,3.4805,3.4777,3.4828
455800,3.4805,3.4777,3.4829
455900,3.4805,3.4777,3.4829
456000,3.4805,3.4777,3.4829
456100,3.4805,3.4777,3.483
456200,3.4805,3.4777,3.483
456300,3.4805,3.4777,3.4829
456400,3.4805,3.4777,3.4829
456500,3.4805,3.4777,3.4829
456600,3.4805,3.4777,3.4829
456700,3.4805,3.4777,3.4829
456800,3.4805,3.4776,3.4828
456900,3.4805,3.4775,3.4829
457000,3.4805,3.4776,3.4829
457100,3.4805,3.4776,3.4829
457200,3.4805,3.4776,3.483
457300,3.4806,3.4776,3.483
457400,3.4806,3.4777,3.4831
457500,3.4806,3.4777,3.483
457600,3.4806,3.4777,3.483
457700,3.4806,3.4777,3.483
457800,3.4806,3.4777,3.483
457900,3.4806,3.4777,3.483
458000,3.4806,3.4778,3.483
458100,3.4806,3.4778,3.483
458200,3.4806,3.4778,3.483
458300,3.4806,3.4778,3.4831
458400,3.4806,3.4778,3.4831
458500,3.4806,3.4777,3.483
458600,3.4806,3.4777,3.4829
458700,3.4806,3.4778,3.4829
458800,3.4806,3.4777,3.4829
458900,3.4806,3.4778,3.4829
459000,3.4806,3.4777,3.4829
459100,3.4806,3.4777,3.4828
459200,3.4806,3.4777,3.4828
459300,3.4806,3.4778,3.4829
459400,3.4806,3.4777,3.4829
459500,3.4806,3.4778,3.4829
459600,3.4806,3.4778,3.4829
459700,3.4806,3.4779,3.4829
459800,3.4806,3.4778,3.4829
459900,3.4806,3.4779,3.4829
460000,3.4806,3.4778,3.4829
460100,3.4806,3.4778,3.4829
460200,3.4806,3.4778,3.4829
460300,3.4806,3.4777,3.4829
460400,3.4806,3.4778,3.4829
460500,3.4806,3.4776,3.4829
460600,3.4806,3.4776,3.4829
460700,3.4806,3.4776,3.4829
460800,3.4806,3.4775,3.4829
460900,3.4806,3.4776,3.483
461000,3.4806,3.4776,3.483
461100,3.4806,3.4776,3.483
461200,3.4806,3.4776,3.483
461300,3.4806,3.4776,3.483
461400,3.4806,3.4775,3.483
461500,3.4806,3.4776,3.483
461600,3.4806,3.4775,3.4829
461700,3.4806,3.4775,3.483
461800,3.4806,3.4775,3.483
461900,3.4806,3.4775,3.483
462000,3.4806,3.4775,3.483
462100,3.4806,3.4774,3.4829
462200,3.4806,3.4774,3.4829
462300,3.4806,3.4775,3.483
462400,3.4806,3.4775,3.483
462500,3.4806,3.4776,3.483
462600,3.4806,3.4776,3.4831
462700,3.4806,3.4776,3.4831
462800,3.4806,3.4776,3.483
462900,3.4806,3.4776,3.483
463000,3.4806,3.4775,3.483
463100,3.4806,3.4775,3.4831
463200,3.4806,3.4775,3.4832
463300,3.4806,3.4774,3.4832
463400,3.4806,3.4774,3.4832
463500,3.4806,3.4774,3.4832
463600,3.4806,3.4775,3.4832
463700,3.4806,3.4775,3.4831
463800,3.4806,3.4775,3.4831
463900,3.4806,3.4775,3.4831
464000,3.4806,3.4775,3.4831
464100,3.4806,3.4776,3.4831
464200,3.4806,3.4776,3.4831
464300,3.4806,3.4776,3.4831
464400,3.4806,3.4775,3.4831
464500,3.4806,3.4775,3.4831
464600,3.4806,3.4775,3.4832
464700,3.4806,3.4776,3.4832
464800,3.4806,3.4776,3.4832
464900,3.4806,3.4776,3.4833
465000,3.4806,3.4776,3.4832
465100,3.4806,3.4775,3.4833
465200,3.4806,3.4775,3.4832
465300,3.4806,3.4774,3.4832
465400,3.4807,3.4774,3.4833
465500,3.4807,3.4774,3.4833
465600,3.4806,3.4775,3.4833
465700,3.4806,3.4774,3.4834
465800,3.4806,3.4773,3.4833
465900,3.4806,3.4773,3.4834
466000,3.4806,3.4774,3.4834
466100,3.4806,3.4774,3.4834
466200,3.4806,3.4773,3.4834
466300,3.4806,3.4773,3.4834
466400,3.4806,3.4773,3.4834
466500,3.4806,3.4775,3.4833
466600,3.4806,3.4775,3.4833
466700,3.4806,3.4774,3.4834
466800,3.4806,3.4774,3.4834
466900,3.4806,3.4774,3.4834
467000,3.4806,3.4775,3.4834
467100,3.4806,3.4775,3.4835
467200,3.4806,3.4775,3.4835
467300,3.4806,3.4775,3.4834
467400,3.4806,3.4776,3.4834
467500,3.4807,3.4777,3.4835
467600,3.4806,3.4776,3.4834
467700,3.4807,3.4776,3.4834
467800,3.4807,3.4776,3.4834
467900,3.4807,3.4776,3.4834
468000,3.4806,3.4776,3.4835
468100,3.4807,3.4777,3.4834
468200,3.4807,3.4778,3.4834
468300,3.4807,3.4778,3.4834
468400,3.4807,3.4777,3.4835
468500,3.4807,3.4777,3.4834
468600,3.4807,3.4776,3.4834
468700,3.4807,3.4777,3.4834
468800,3.4807,3.4777,3.4833
468900,3.4807,3.4777,3.4833
469000,3.4807,3.4777,3.4833
469100,3.4807,3.4777,3.4832
469200,3.4807,3.4776,3.4832
469300,3.4807,3.4776,3.4833
469400,3.4807,3.4775,3.4832
469500,3.4807,3.4775,3.4831
469600,3.4807,3.4776,3.4832
469700,3.4807,3.4775,3.4832
469800,3.4807,3.4775,3.4832
469900,3.4807,3.4775,3.4832
470000,3.4807,3.4776,3.4832
470100,3.4807,3.4776,3.4833
470200,3.4807,3.4776,3.4832
470300,3.4807,3.4776,3.4832
470400,3.4807,3.4777,3.4833
470500,3.4807,3.4777,3.4834
470600,3.4807,3.4777,3.4833
470700,3.4807,3.4776,3.4833
470800,3.4807,3.4776,3.4834
470900,3.4807,3.4776,3.4834
471000,3.4807,3.4776,3.4834
471100,3.4807,3.4776,3.4834
471200,3.4807,3.4776,3.4834
471300,3.4807,3.4776,3.4834
471400,3.4807,3.4777,3.4835
471500,3.4807,3.4777,3.4834
471600,3.4807,3.4778,3.4834
471700,3.4807,3.4778,3.4834
471800,3.4807,3.4778,3.4834
471900,3.4807,3.4778,3.4833
472000,3.4807,3.4778,3.4834
472100,3.4807,3.4777,3.4833
472200,3.4807,3.4777,3.4833
472300,3.4807,3.4778,3.4832
472400,3.4807,3.4778,3.4832
472500,3.4807,3.4779,3.4833
472600,3.4807,3.4778,3.4833
472700,3.4807,3.4778,3.4833
472800,3.4807,3.4777,3.4832
472900,3.4807,3.4778,3.4833
473000,3.4807,3.4778,3.4834
473100,3.4807,3.4777,3.4834
