numsampled,0.97,lci,hci
61700,1162.53,1132,1196
61800,1163.14,1132,1196
61900,1163.81,1133,1197
62000,1164.66,1134,1198
62100,1165.5,1134,1199
62200,1166.26,1134,1199
62300,1167.06,1135,1201
62400,1167.67,1137,1202
62500,1168.4,1139,1203
62600,1169.08,1139,1205
62700,1169.88,1139,1205
62800,1170.79,1139,1205
62900,1171.63,1139,1205
63000,1172.41,1140,1205
63100,1173.09,1142,1207
63200,1173.75,1142,1208
63300,1174.43,1142,1209
63400,1175.19,1142,1209
63500,1175.79,1142,1209
63600,1176.66,1143,1212
63700,1177.46,1144,1213
63800,1178.1,1144,1213
63900,1178.94,1146,1214
64000,1179.49,1147,1215
64100,1180.33,1147,1216
64200,1180.88,1147,1217
64300,1181.56,1147,1218
64400,1182.31,1149,1218
64500,1182.89,1150,1219
64600,1183.6,1150,1219
64700,1184.26,1150,1219
64800,1184.97,1151,1221
64900,1185.59,1152,1221
65000,1186.34,1152,1221
65100,1187.06,1152,1221
65200,1187.83,1153,1223
65300,1188.51,1153,1224
65400,1189.3,1154,1224
65500,1190.18,1154,1226
65600,1191.04,1154,1226
65700,1191.78,1155,1226
65800,1192.4,1156,1226
65900,1193.13,1157,1226
66000,1193.8,1157,1227
66100,1194.45,1158,1228
66200,1195.16,1159,1229
66300,1195.77,1160,1230
66400,1196.58,1161,1230
66500,1197.15,1162,1230
66600,1197.78,1162,1230
66700,1198.36,1162,1230
66800,1198.98,1164,1230
66900,1199.51,1165,1230
67000,1200.15,1165,1231
67100,1200.87,1167,1234
67200,1201.73,1168,1235
67300,1202.28,1168,1235
67400,1203.04,1170,1236
67500,1203.72,1170,1237
67600,1204.38,1170,1237
67700,1204.98,1170,1238
67800,1205.49,1170,1238
67900,1206.23,1170,1238
68000,1206.93,1170,1239
68100,1207.75,1171,1239
68200,1208.52,1173,1240
68300,1209.29,1174,1241
68400,1210.01,1176,1242
68500,1210.72,1176,1242
68600,1211.4,1176,1243
68700,1212.1,1177,1243
68800,1212.85,1177,1244
68900,1213.46,1177,1244
69000,1214.06,1178,1246
69100,1214.72,1178,1247
69200,1215.37,1178,1247
69300,1216.05,1179,1248
69400,1216.77,1179,1248
69500,1217.36,1179,1248
69600,1217.95,1180,1248
69700,1218.66,1180,1249
69800,1219.16,1180,1249
69900,1219.91,1181,1249
70000,1220.56,1182,1251
70100,1221.35,1183,1251
70200,1222.1,1184,1251
70300,1222.9,1184,1251
70400,1223.52,1185,1251
70500,1224.26,1187,1253
70600,1224.98,1190,1253
70700,1225.6,1190,1253
70800,1226.18,1191,1253
70900,1226.78,1192,1253
71000,1227.38,1194,1255
